Feature	Portuguese	Nheengatu
F_Central_Karnic	0.0	0.0
F_Western_Central_Karnic	0.0	0.0
F_Pirlatapa-Dieric	0.0	0.0
F_Dieric	0.0	0.0
F_Dinka-Nuer	0.0	0.0
F_Dinka	0.0	0.0
F_Zaza-Gorani	0.0	0.0
F_Zaza	0.0	0.0
F_Yanzi_(B.80)	0.0	0.0
F_Kwilu-Umlaut	0.0	0.0
F_Jaminjungan	0.0	0.0
F_Western-Inland_Yolngu	0.0	0.0
F_Srananic	0.0	0.0
F_Plains_Dogon	0.0	0.0
F_Nuclear_Central_Sepik_Hill	0.0	0.0
F_Kapriman-Watakataui	0.0	0.0
F_Njebe-Mbete-Teke	0.0	0.0
F_Sigu-Njebi	0.0	0.0
F_Njebi_(B.50)	0.0	0.0
F_Ndjavi_B	0.0	0.0
F_Grand_Valley_Dani	0.0	0.0
F_Kam-Sui	0.0	0.0
F_Mulam-Kam	0.0	0.0
F_Kamic	0.0	0.0
F_Northern_Kam	0.0	0.0
F_Mbaic	0.0	0.0
F_Ndunga-Mba-Dongo	0.0	0.0
F_Yarli-Baagandji	0.0	0.0
F_Unclassified_Bihari	0.0	0.0
F_Kuswaric	0.0	0.0
F_Sorbian	0.0	0.0
F_LSFic	0.0	0.0
F_Dutch-Flemish_Sign	0.0	0.0
F_Northwestern_Kainji	0.0	0.0
F_Duka	0.0	0.0
F_Extreme_Southern	0.0	0.0
F_Western_Dhuwal-Dhuwala	0.0	0.0
F_Duru	0.0	0.0
F_Diic	0.0	0.0
F_Western_Kiranti	0.0	0.0
F_Upper_Dudhkosi	0.0	0.0
F_Nungish	0.0	0.0
F_Gunong	0.0	0.0
F_Yimidhirr-Yalanji-Yidinic	0.0	0.0
F_Yidinic	0.0	0.0
F_Mek	0.0	0.0
F_Eastern_Mek	0.0	0.0
F_Paniai_Lakes	0.0	0.0
F_Sotho-Makua-Venda	0.0	0.0
F_Sotho-Makua	0.0	0.0
F_Makua_(P.30)	0.0	0.0
F_Kayah	0.0	0.0
F_Tamanic	0.0	0.0
F_Tupi-Guarani_Subgroup_VIII	0.0	0.0
F_Wayampi-Zoe-Emerillon	0.0	0.0
F_Zoe-Emerillon	0.0	0.0
F_St._Matthias	0.0	0.0
F_Panama-Baudo-Atrato	0.0	0.0
F_Yupik	0.0	0.0
F_Alaskan_Yupik	0.0	0.0
F_Enets	0.0	0.0
F_Enga-Kewa-Huli	0.0	0.0
F_Engan	0.0	0.0
F_Erromanga	0.0	0.0
F_Epi-Efate	0.0	0.0
F_Efate	0.0	0.0
F_Inupiatun	0.0	0.0
F_Etoro-Bedamini	0.0	0.0
F_Uneme-Yekhee	0.0	0.0
F_West_Tungus	0.0	0.0
F_Kalispel-Spokane	0.0	0.0
F_East_Kutubu	0.0	0.0
F_Fore-Gimi	0.0	0.0
F_Baibai-Fas	0.0	0.0
F_Kei-Tanimbar	0.0	0.0
F_Kei-Fordata	0.0	0.0
F_Middle-Modern_Low_German	0.0	0.0
F_Low_German	0.0	0.0
F_Ostfriesisch-Groningisch	0.0	0.0
F_Swedish_Sign	0.0	0.0
F_Finnish_Sign	0.0	0.0
F_Sara_Peripherique	0.0	0.0
F_Barh_Keita	0.0	0.0
F_Furan	0.0	0.0
F_Northern_New_Caledonian	0.0	0.0
F_Hyenghene	0.0	0.0
F_Alto_Orinoco	0.0	0.0
F_Pareni	0.0	0.0
F_Gahuku	0.0	0.0
F_Oromoid	0.0	0.0
F_Nuclear_Oromo	0.0	0.0
F_Central-Eastern_Oromo	0.0	0.0
F_Central_Oromo	0.0	0.0
F_North_Halmahera	0.0	0.0
F_Northern_North_Halmahera	0.0	0.0
F_Mainland_North_Halmaheran	0.0	0.0
F_Galela-Loloda	0.0	0.0
F_Gbagyi-Gbari	0.0	0.0
F_Tangkic	0.0	0.0
F_Southern_Tangkic	0.0	0.0
F_Dghwedeic	0.0	0.0
F_Botlikh-Godoberi	0.0	0.0
F_Ramu	0.0	0.0
F_Lower_Ramu	0.0	0.0
F_Kire-Mikarew	0.0	0.0
F_Enya_(D.10)	0.0	0.0
F_Suki-Gogodala	0.0	0.0
F_Gogodalic	0.0	0.0
F_West-Central_Nubian	0.0	0.0
F_Central_Nubian	0.0	0.0
F_Kordofan_Nubian	0.0	0.0
F_Eastern_Kordofan_Nubian	0.0	0.0
F_Jarrakan	0.0	0.0
F_Maroua	0.0	0.0
F_Ogonoid	0.0	0.0
F_East_Ogonoid	0.0	0.0
F_East_Tungus	0.0	0.0
F_Orok-Nanai	0.0	0.0
F_Adamawa_Bua	0.0	0.0
F_Caspian	0.0	0.0
F_Gilaki-Rudbari	0.0	0.0
F_Morom-Jaya-Naba	0.0	0.0
F_Bayo-Morom	0.0	0.0
F_Mbodomo-Bofi	0.0	0.0
F_North_Coast_Pama-Nyungan	0.0	0.0
F_Waka-Kabic	0.0	0.0
F_Eastern_Waka-Kabic	0.0	0.0
F_Guahibo-Playero	0.0	0.0
F_Gorontalo-Mongondow	0.0	0.0
F_Gorontalic	0.0	0.0
F_Biu-Mandara_A_A.1	0.0	0.0
F_Eastern_Biu-Mandara_A_A.1	0.0	0.0
F_Outer_South_Ethiopic	0.0	0.0
F_N-Group	0.0	0.0
F_DGSic	0.0	0.0
F_Gurindjic	0.0	0.0
F_Tupi-Guarani_Subgroup_I.B	0.0	0.0
F_Chiriguanic	0.0	0.0
F_Coconucan	0.0	0.0
F_Marne	0.0	0.0
F_Central_Gunwinyguan	0.0	0.0
F_Lengua-Mascoy	0.0	0.0
F_Wanano-Piratapuyo	0.0	0.0
F_Nuclear_Simbu	0.0	0.0
F_Golinic	0.0	0.0
F_Yalandyic	0.0	0.0
F_Monde	0.0	0.0
F_Gavianic	0.0	0.0
F_Gaviao-Zoro-Arua-Cinta-Larga	0.0	0.0
F_Gurung	0.0	0.0
F_Papuan_Tip_linkage	0.0	0.0
F_Nuclear_Papuan_Tip_linkage	0.0	0.0
F_Dir-Swat_Kohistani	0.0	0.0
F_Transversal_Lowland_East_Cushitic	0.0	0.0
F_Dullay	0.0	0.0
F_Worrorran	0.0	0.0
F_Northern_Worrorran	0.0	0.0
F_Guere-Krahn	0.0	0.0
F_Guere	0.0	0.0
F_Hanseman	0.0	0.0
F_Kayardild-Yangkaal	0.0	0.0
F_Eastern_Isthmic	0.0	0.0
F_Guaymiic	0.0	0.0
F_Southern_Maric	0.0	0.0
F_Margany-Gunya	0.0	0.0
F_Gorani	0.0	0.0
F_Hatam-Mansim	0.0	0.0
F_South-East-North_Oromo	0.0	0.0
F_Kayong-Jeh-Halang	0.0	0.0
F_Jeh-Halang	0.0	0.0
F_South_Rutara	0.0	0.0
F_Kilba-South_Margi	0.0	0.0
F_Southern_Tanzania_Highlands_Bantu	0.0	0.0
F_Bena-Hehe	0.0	0.0
F_Luban	0.0	0.0
F_Luba-Kaonde	0.0	0.0
F_Lubaic	0.0	0.0
F_Bangubangu-Kasai	0.0	0.0
F_Kunene	0.0	0.0
F_Cimbebasia	0.0	0.0
F_Herero_(R.30)	0.0	0.0
F_Lamang-Hdi	0.0	0.0
F_Central_Bisayan	0.0	0.0
F_Peripheral_Central_Bisayan	0.0	0.0
F_Capiznon-Ilonggo-Kawayan	0.0	0.0
F_Hmaric	0.0	0.0
F_Kapau-Menya	0.0	0.0
F_Non-Khoekhoe	0.0	0.0
F_West-Kxoe	0.0	0.0
F_Kxoe-Ani	0.0	0.0
F_Nuclear_Hmongic-Ho_Ne	0.0	0.0
F_Nuclear_Hmongic	0.0	0.0
F_West_Hmongic	0.0	0.0
F_Greater_Chuanqiandian	0.0	0.0
F_Chuanqiandian	0.0	0.0
F_First_Vernacular_Hmong	0.0	0.0
F_Hua_Miao	0.0	0.0
F_South_Mangyan	0.0	0.0
F_Bembe-Buyu-Binja	0.0	0.0
F_Buyu-Holoholo	0.0	0.0
F_Nuclear_Witoto	0.0	0.0
F_Minica-Murui	0.0	0.0
F_Northern_Cham	0.0	0.0
F_Huavean	0.0	0.0
F_San_Dionisio-San_Mateo_Huave	0.0	0.0
F_East_Tsezic	0.0	0.0
F_Sumba-Hawu	0.0	0.0
F_Hawu-Dhao	0.0	0.0
F_Sawosic	0.0	0.0
F_Sawos	0.0	0.0
F_Ibanic	0.0	0.0
F_Central_Iwaidjic	0.0	0.0
F_Danish_Sign	0.0	0.0
F_Etulo-Idoma	0.0	0.0
F_Nuclear_Idoma	0.0	0.0
F_Ifugaw	0.0	0.0
F_Teke_(B.70)	0.0	0.0
F_South_Teke	0.0	0.0
F_Ni-Li-Kazhouish	0.0	0.0
F_Southeastern_Ngwi	0.0	0.0
F_Nisoid	0.0	0.0
F_Nuclear_Nisoid	0.0	0.0
F_Nasu-Nosu	0.0	0.0
F_Western_Ijo	0.0	0.0
F_Kuliak	0.0	0.0
F_Botatwe	0.0	0.0
F_Lenje-Tonga_(M.60)	0.0	0.0
F_Central_Eastern_Botatwe	0.0	0.0
F_Osum-Wadaginam-Pomoikan	0.0	0.0
F_Pomoikan	0.0	0.0
F_Ingan_Quechua_IIB	0.0	0.0
F_Indo-Pakistani-Nepalese_Sign	0.0	0.0
F_Indo-Pakistani_Sign	0.0	0.0
F_Winnebago-Chiwere	0.0	0.0
F_Cahuarano-Iquito	0.0	0.0
F_Nabi-Irarutu	0.0	0.0
F_Italian_Sign	0.0	0.0
F_Southwestern_Edoid	0.0	0.0
F_Yucatecan	0.0	0.0
F_Mopan-Itza	0.0	0.0
F_Batanic	0.0	0.0
F_Iwam-Wogamus	0.0	0.0
F_Iwamic	0.0	0.0
F_Ngarna	0.0	0.0
F_Anim	0.0	0.0
F_Marind	0.0	0.0
F_Yaqayic	0.0	0.0
F_Jarawan	0.0	0.0
F_Nigerian_Jarawan	0.0	0.0
F_Jarawaic	0.0	0.0
F_South_Bird's_Head_Family	0.0	0.0
F_East_South_Bird's_Head	0.0	0.0
F_Jabuti	0.0	0.0
F_Jukunoid	0.0	0.0
F_Central_Jukunoid	0.0	0.0
F_Jukun-Mbembe-Wurbo	0.0	0.0
F_Jukun	0.0	0.0
F_Morehead-Wasur	0.0	0.0
F_Morehead-Maro	0.0	0.0
F_Bulaka_River	0.0	0.0
F_Aslian	0.0	0.0
F_Central-Northern_Aslian	0.0	0.0
F_North_Aslian	0.0	0.0
F_Maniq-Menraq-Batek	0.0	0.0
F_Menraq-Batek	0.0	0.0
F_Jicaquean	0.0	0.0
F_Jino	0.0	0.0
F_Narrow_Talodi	0.0	0.0
F_Ngile-Dengebu	0.0	0.0
F_Yamdena-Onin	0.0	0.0
F_Kinnauric	0.0	0.0
F_Thebor	0.0	0.0
F_Opon-Yukpan	0.0	0.0
F_Yukpan	0.0	0.0
F_JSLic	0.0	0.0
F_Tupi-Guarani_Subgroup_VI	0.0	0.0
F_Manchu-Jurchen	0.0	0.0
F_Nadahup	0.0	0.0
F_Eastern_Nadahup	0.0	0.0
F_Hup-Yuhup	0.0	0.0
F_Yuruna	0.0	0.0
F_Kabyle-Atlas_Berber	0.0	0.0
F_Jingpho-Luish	0.0	0.0
F_Jingpho	0.0	0.0
F_Fer-Gula-Koto	0.0	0.0
F_Eastern_Central_Kenya_Bantu	0.0	0.0
F_Chama_subgroup	0.0	0.0
F_Shipibo-Konibo-Kapanawa	0.0	0.0
F_Koiaric	0.0	0.0
F_Koita-Koiari	0.0	0.0
F_Kanembuic	0.0	0.0
F_Kamano-Yagaria	0.0	0.0
F_South_Gonga	0.0	0.0
F_Kanum	0.0	0.0
F_Ngkrn-Ngkantr	0.0	0.0
F_Ngkantr	0.0	0.0
F_Benue-Congo_Central_Plateau	0.0	0.0
F_South-Central_Benue-Congo_Plateau	0.0	0.0
F_Katabic	0.0	0.0
F_Shona_(S.10)	0.0	0.0
F_Kalanga-Nambya	0.0	0.0
F_Katla-Tima	0.0	0.0
F_Katla-Julud	0.0	0.0
F_WAG	0.0	0.0
F_Watam-Kaian	0.0	0.0
F_Ruvu	0.0	0.0
F_East_Ruvu	0.0	0.0
F_Central_East_Ruvu	0.0	0.0
F_Ruund-Salampasu	0.0	0.0
F_Lunda-Ruund-Kete	0.0	0.0
F_Ruund-Kete	0.0	0.0
F_Pintupic	0.0	0.0
F_Nuclear_Pintupic	0.0	0.0
F_Wangkatja-Tjarra	0.0	0.0
F_Tjarra	0.0	0.0
F_Ruvuma	0.0	0.0
F_Western_Benue-Congo_Plateau	0.0	0.0
F_Northwestern_Benue-Congo_Plateau	0.0	0.0
F_Gyong-Kamantan	0.0	0.0
F_Keresan	0.0	0.0
F_East_Chadic_A_A.3	0.0	0.0
F_Lampung	0.0	0.0
F_Kham	0.0	0.0
F_Eastern_Kadugli-Krongo	0.0	0.0
F_Je_Meridional	0.0	0.0
F_Kaingang-Xokleng	0.0	0.0
F_Kaingangic	0.0	0.0
F_Gumbaynggiric	0.0	0.0
F_South-Western_Tibetic	0.0	0.0
F_Kyirong-Kagate	0.0	0.0
F_Gyalsumdo-Nubri-Kyirong	0.0	0.0
F_Lue-Yong	0.0	0.0
F_Becking-Dawi	0.0	0.0
F_Kham-Hor	0.0	0.0
F_Chitral	0.0	0.0
F_Kim-Besme-Goundo	0.0	0.0
F_Fox	0.0	0.0
F_Kolopom	0.0	0.0
F_Kimaama-Riantana	0.0	0.0
F_Peripheral_Papuan_Tip	0.0	0.0
F_Rwanda-Rundi_(J.60)	0.0	0.0
F_Kiwaian	0.0	0.0
F_West_Tariku	0.0	0.0
F_Fayu-Kirikiri	0.0	0.0
F_Makassar	0.0	0.0
F_Konjo	0.0	0.0
F_Eastern_Timoric_A	0.0	0.0
F_Luang-Kisar	0.0	0.0
F_Kisar-Roma	0.0	0.0
F_Khmuic	0.0	0.0
F_Khmu'	0.0	0.0
F_Peripheral_Karen	0.0	0.0
F_Pwo	0.0	0.0
F_Eastern-Western_Pwo_Karen	0.0	0.0
F_Kewa-Huli	0.0	0.0
F_Sau-Angal-Kewa	0.0	0.0
F_Angal-Kewa	0.0	0.0
F_Kewa	0.0	0.0
F_Western_Mek	0.0	0.0
F_Wiradhuric	0.0	0.0
F_Central_Kiranti	0.0	0.0
F_Khambu	0.0	0.0
F_Kulungic	0.0	0.0
F_Turama-Kikori	0.0	0.0
F_Klao-Tajuasohn	0.0	0.0
F_Eastern_Huon	0.0	0.0
F_Kate-Mape-Sene	0.0	0.0
F_Kalam-Kobon	0.0	0.0
F_Etp-Ti_Kalam	0.0	0.0
F_Ram	0.0	0.0
F_Kurdish	0.0	0.0
F_Marienberg	0.0	0.0
F_Elepi-Kamasau-Marienberg	0.0	0.0
F_Nimboran	0.0	0.0
F_Outer_Nimboranic	0.0	0.0
F_Mlap-Gresi-Kemtuik	0.0	0.0
F_Gresi-Kemtuik	0.0	0.0
F_East_Oghuz	0.0	0.0
F_Tangalic	0.0	0.0
F_Nuclear_Mokole	0.0	0.0
F_Katukinan	0.0	0.0
F_Ju-Kung	0.0	0.0
F_Kotoko_Central	0.0	0.0
F_Kpan-Icen	0.0	0.0
F_Koho-Maa	0.0	0.0
F_South_Binandere	0.0	0.0
F_Coastal_Binandere	0.0	0.0
F_Gaena-Korafe	0.0	0.0
F_West_Bird's_Head	0.0	0.0
F_South_West_Bird's_Head	0.0	0.0
F_Aimore	0.0	0.0
F_Ometo	0.0	0.0
F_East_Ometo	0.0	0.0
F_South_Khoekhoe	0.0	0.0
F_Karelic_Finnic	0.0	0.0
F_West_Ruvu	0.0	0.0
F_Seuta	0.0	0.0
F_Bondei-Shambala	0.0	0.0
F_Bafia_(A.50)	0.0	0.0
F_Nuclear_Bafia_(A.50)	0.0	0.0
F_Lefa-Bafia	0.0	0.0
F_Tangale	0.0	0.0
F_Tangale-Kwami-Kupto	0.0	0.0
F_Kwami-Kupto	0.0	0.0
F_Flores-Lembata	0.0	0.0
F_Galgadungic	0.0	0.0
F_Arikemic	0.0	0.0
F_Katu	0.0	0.0
F_Nuclear_Katu	0.0	0.0
F_Southern_Ju	0.0	0.0
F_Kuman-Dom-Gunaa	0.0	0.0
F_Kuikuroan	0.0	0.0
F_Nuclear_Kuikuro	0.0	0.0
F_Northeastern_Pama	0.0	0.0
F_Bagvalal-Tindi	0.0	0.0
F_Boazi	0.0	0.0
F_Kuna	0.0	0.0
F_Aru	0.0	0.0
F_Central_Aru	0.0	0.0
F_Dobel-Koba	0.0	0.0
F_Ujir-Kola-Kompane	0.0	0.0
F_Kola-Kompane	0.0	0.0
F_Kolana-Tanglapui	0.0	0.0
F_Kwerbic	0.0	0.0
F_Kwerban	0.0	0.0
F_Kwerba	0.0	0.0
F_Unclassified_Barbacoan	0.0	0.0
F_Kwangali-Diriku	0.0	0.0
F_Schouten	0.0	0.0
F_Southern_Cordilleran	0.0	0.0
F_West_Southern_Cordilleran	0.0	0.0
F_Nuclear_Southern_Cordilleran	0.0	0.0
F_Kalapuyan	0.0	0.0
F_Kayan-Kenyah	0.0	0.0
F_Kayanic	0.0	0.0
F_Kayan_Proper	0.0	0.0
F_North_Bougainville	0.0	0.0
F_Subgroup_V	0.0	0.0
F_Kaili-Pamona-Wotu-Wolio	0.0	0.0
F_Kaili-Pamona	0.0	0.0
F_Northern_Kaili-Pamona	0.0	0.0
F_Kaili	0.0	0.0
F_Southwest_Sabahan	0.0	0.0
F_Greater_Dusunic	0.0	0.0
F_Dusunic	0.0	0.0
F_Kadazan-Dusun	0.0	0.0
F_Unclassifiable	0.0	0.0
F_Yucatec-Lacandon	0.0	0.0
F_Mbugwe-Langi	0.0	0.0
F_Bwile-Bemba	0.0	0.0
F_Sabi	0.0	0.0
F_Southern_Sabi	0.0	0.0
F_Bisa-Lamba_(M.50)	0.0	0.0
F_Tomini-Tolitoli	0.0	0.0
F_Tominic	0.0	0.0
F_Northern_Tomini	0.0	0.0
F_Loven-Suq	0.0	0.0
F_Kadaic	0.0	0.0
F_Southwestern_Kra	0.0	0.0
F_Western_Kra	0.0	0.0
F_Lachic	0.0	0.0
F_Lamalamic	0.0	0.0
F_Ngangela-Nyemba	0.0	0.0
F_Western_Lega	0.0	0.0
F_Na-Togo	0.0	0.0
F_Lelemic	0.0	0.0
F_Lelemi-Akpafu	0.0	0.0
F_Membi-Mangbutu-Efe	0.0	0.0
F_Mangbutu-Efe	0.0	0.0
F_Leseic	0.0	0.0
F_Luang-Leti	0.0	0.0
F_Paha-Laha	0.0	0.0
F_Hlaic	0.0	0.0
F_Nuclear_Hlaic	0.0	0.0
F_Lisoid	0.0	0.0
F_Nuclear_Lisoid	0.0	0.0
F_Lisu-Laluba-Lavu	0.0	0.0
F_Limilngan	0.0	0.0
F_Masa	0.0	0.0
F_South_Masa	0.0	0.0
F_Epi	0.0	0.0
F_Lamenu-Lewo	0.0	0.0
F_Ndonga_(R.20)	0.0	0.0
F_Northern_Pama	0.0	0.0
F_Leningitij-Alngith	0.0	0.0
F_Lobiri-Jaane	0.0	0.0
F_Southeast_Islands	0.0	0.0
F_Lomongo	0.0	0.0
F_Mokoreng-Loniu	0.0	0.0
F_Sotho-Tswana_(S.30)	0.0	0.0
F_Sotho	0.0	0.0
F_Sesotho-Lozi	0.0	0.0
F_Luric-Dezfulic	0.0	0.0
F_Luric	0.0	0.0
F_Kaonde-Shaba-Sanga	0.0	0.0
F_Lushootseed-Puget	0.0	0.0
F_Zan	0.0	0.0
F_Madurese	0.0	0.0
F_Eastern_Magahi	0.0	0.0
F_Nuclear_Makassaric	0.0	0.0
F_Mazatec_C	0.0	0.0
F_Central_and_Southern_Manobo	0.0	0.0
F_Central_Manobo	0.0	0.0
F_West_Manobo	0.0	0.0
F_West_Central_Manobo	0.0	0.0
F_Maxakali	0.0	0.0
F_Western_Maxakali	0.0	0.0
F_Eastern_Arhuacic	0.0	0.0
F_East_and_Central_Manobo	0.0	0.0
F_Ata-Tigwa	0.0	0.0
F_Jimi	0.0	0.0
F_Matsi-Nan	0.0	0.0
F_Yaminawa_Complex	0.0	0.0
F_Mayoruna_Branch	0.0	0.0
F_Mayo_Group	0.0	0.0
F_Matses_subgroup	0.0	0.0
F_Mapoyo-Tamanaku	0.0	0.0
F_Mapoyo-Yawarana	0.0	0.0
F_Maquiritari-Wayumara	0.0	0.0
F_North_Masa	0.0	0.0
F_Masa-Gizey-Zumaya	0.0	0.0
F_Mixe	0.0	0.0
F_Oaxaca_Mixe	0.0	0.0
F_Lowland-Midland-South_Highland_Mixe	0.0	0.0
F_Lowland-Midland_Mixe	0.0	0.0
F_Lowland_Mixe	0.0	0.0
F_Northern_Mbum	0.0	0.0
F_Tupuri-Mundang-Mambai	0.0	0.0
F_Ninzic	0.0	0.0
F_Nuclear_Maba	0.0	0.0
F_Mordvin	0.0	0.0
F_Danao	0.0	0.0
F_Mayogo-Bangba	0.0	0.0
F_Mbere_(B.60)	0.0	0.0
F_Tsitsege-Ombamba	0.0	0.0
F_Ombambaic	0.0	0.0
F_Dizoid	0.0	0.0
F_North-West_Ometo	0.0	0.0
F_Sarawak-Melanau-Kajang	0.0	0.0
F_Melanau-Kajang	0.0	0.0
F_Melanau	0.0	0.0
F_Ndunga-Mba	0.0	0.0
F_Wandala-Malgwa-Glavda	0.0	0.0
F_Bringen	0.0	0.0
F_Marithielic	0.0	0.0
F_Cahita	0.0	0.0
F_Sara_Central_Logone-Chari	0.0	0.0
F_Bediondo	0.0	0.0
F_Makua-Lomwe	0.0	0.0
F_Magar	0.0	0.0
F_Corridor_Bantu	0.0	0.0
F_Mwika-Nyika	0.0	0.0
F_Mwika	0.0	0.0
F_Fipa-Mambwe-Lungu	0.0	0.0
F_Mailuan	0.0	0.0
F_Matumbic	0.0	0.0
F_Bantu-Cushitic_(Mixed_Language)	0.0	0.0
F_South_Aslian	0.0	0.0
F_Mungakaic	0.0	0.0
F_West_Central_Maluku	0.0	0.0
F_Buru-Sula-Taliabo	0.0	0.0
F_Sula-Buru	0.0	0.0
F_Buruic	0.0	0.0
F_Mid_Northern_Burmish	0.0	0.0
F_South_Central-South	0.0	0.0
F_Mandaic	0.0	0.0
F_Coast_Mixtec	0.0	0.0
F_East_Coast_Mixtec	0.0	0.0
F_Eastern_Alta_Mixtec	0.0	0.0
F_Guerrero_Mixtec	0.0	0.0
F_Minangkabauic	0.0	0.0
F_West_Coast_Mixtec	0.0	0.0
F_Misumalpan	0.0	0.0
F_Southern_Baja_Mixtec	0.0	0.0
F_Northern_Alta_Mixtec	0.0	0.0
F_Southern_Periphery_Mongolic	0.0	0.0
F_Shirongol	0.0	0.0
F_Central_Baja_Mixtec	0.0	0.0
F_East_Timor-Bunaq	0.0	0.0
F_East_Timor	0.0	0.0
F_East_Santo	0.0	0.0
F_Manambu-Yalaku	0.0	0.0
F_Mugil-Kaukombaran	0.0	0.0
F_Torres-Banks_linkage	0.0	0.0
F_Nuclear_Muna-Buton	0.0	0.0
F_Munan	0.0	0.0
F_Munic	0.0	0.0
F_Western_Munic	0.0	0.0
F_Manchu-Xibe	0.0	0.0
F_Mnong	0.0	0.0
F_Western_Numic	0.0	0.0
F_Qom	0.0	0.0
F_Mongondowic	0.0	0.0
F_Monzomboic	0.0	0.0
F_Heiban	0.0	0.0
F_West-Central_Heiban	0.0	0.0
F_Western_West-Central_Heiban	0.0	0.0
F_River_Yuman	0.0	0.0
F_Northern_Daly	0.0	0.0
F_Martuwangkic	0.0	0.0
F_Warnman-Wangka	0.0	0.0
F_Biu-Mandara_B_B.2	0.0	0.0
F_Musgu-Mbara	0.0	0.0
F_Matis_subgroup	0.0	0.0
F_Teberan	0.0	0.0
F_Mianic	0.0	0.0
F_Somahai	0.0	0.0
F_Torajic	0.0	0.0
F_Manggarai-Rembong-Komodo	0.0	0.0
F_Manggarai-Rembong	0.0	0.0
F_Maraic	0.0	0.0
F_Nuclear_Maraic	0.0	0.0
F_Nuclear_Marind	0.0	0.0
F_Mombum	0.0	0.0
F_Mikarewan	0.0	0.0
F_Nor	0.0	0.0
F_Muongic	0.0	0.0
F_Mundangic	0.0	0.0
F_Southeast_Surmic	0.0	0.0
F_Pastoral_Surmic	0.0	0.0
F_Suri-Mursi	0.0	0.0
F_Yaoic	0.0	0.0
F_Southern_Daly	0.0	0.0
F_Nuclear_Barrier_Islands	0.0	0.0
F_Mentawai-Nias-Sikule	0.0	0.0
F_Monumbo	0.0	0.0
F_Maninka-Mori	0.0	0.0
F_Sido	0.0	0.0
F_B10-B30	0.0	0.0
F_Southern_Wakashan	0.0	0.0
F_Mundurukuic	0.0	0.0
F_Mozabite-Wargla	0.0	0.0
F_Wichi	0.0	0.0
F_Mumuye-Yandang	0.0	0.0
F_Mumuyeic	0.0	0.0
F_Mazanderani-Shahmirzadi	0.0	0.0
F_Ngayarda	0.0	0.0
F_Central_Ngayarda	0.0	0.0
F_Nabak-Momolili	0.0	0.0
F_Willaumez	0.0	0.0
F_Victorian_Pama-Nyungan	0.0	0.0
F_Lower_Murray	0.0	0.0
F_Yaraldi-Keramin-Yitha	0.0	0.0
F_Konyak_I	0.0	0.0
F_Gbanzili-Ngbaka	0.0	0.0
F_Bwaka	0.0	0.0
F_Western_Periphery-North_Guerrero_Nahuatl	0.0	0.0
F_Western_Periphery_Nahuatl	0.0	0.0
F_Lekoic	0.0	0.0
F_Samba-Leko-Perema-Mumbake	0.0	0.0
F_Kwambi-Ndonga	0.0	0.0
F_Sereic	0.0	0.0
F_Sere-Indri	0.0	0.0
F_Sere-Bviri	0.0	0.0
F_Ndogo-Sere	0.0	0.0
F_Extreme_Northern	0.0	0.0
F_Newaric	0.0	0.0
F_Newar	0.0	0.0
F_Temotu	0.0	0.0
F_Reefs-Santa_Cruz	0.0	0.0
F_Ngiri_Terrien	0.0	0.0
F_Ngombe-Genja	0.0	0.0
F_Manda-Ngoni	0.0	0.0
F_Isthmus_Nahuatl	0.0	0.0
F_Naro-Ana	0.0	0.0
F_Nsari-Nooni-Ncane	0.0	0.0
F_Nooni-Ncane	0.0	0.0
F_Nias-Sikule	0.0	0.0
F_Eastern_Gunwinyguan	0.0	0.0
F_Jala	0.0	0.0
F_Mbeya	0.0	0.0
F_Nyika	0.0	0.0
F_Central_and_Southern_Nyika	0.0	0.0
F_Mbozi-Malawi_Nyika	0.0	0.0
F_West_Greater_Barito	0.0	0.0
F_South_West_Greater_Barito	0.0	0.0
F_Ningil-Yil	0.0	0.0
F_Mirning	0.0	0.0
F_Guadalcanal-Nggelic	0.0	0.0
F_Nuclear_Guadalcanal-Nggelic	0.0	0.0
F_Northern_Ngayarda	0.0	0.0
F_Ndumu-Bakanike	0.0	0.0
F_Mvumboic	0.0	0.0
F_Manangba-Nar-Phu	0.0	0.0
F_Hua_(Tuu)	0.0	0.0
F_Taa	0.0	0.0
F_Patakai-Manusela	0.0	0.0
F_Nuaulu	0.0	0.0
F_Finisterre-Saruwaged	0.0	0.0
F_Yupna	0.0	0.0
F_Yellow_River	0.0	0.0
F_Nanticoke-Conoy	0.0	0.0
F_Southern_Kaili-Pamona	0.0	0.0
F_Badaic	0.0	0.0
F_Ngarluma-Kariyarra	0.0	0.0
F_Berawan-Lower_Baram	0.0	0.0
F_Central_Lower_Baram	0.0	0.0
F_Central_Lower_Baram_B	0.0	0.0
F_Tumbuka-Senga	0.0	0.0
F_Norwegian_Sign	0.0	0.0
F_Northern_Sotho	0.0	0.0
F_Tepehuan	0.0	0.0
F_Nusoish	0.0	0.0
F_Nuer-Reel	0.0	0.0
F_Debao-Jingxi-Nung	0.0	0.0
F_Sepik_Tama	0.0	0.0
F_Mehek-Pahi	0.0	0.0
F_Tanna	0.0	0.0
F_Southern_Tanna	0.0	0.0
F_Ngada-Lio	0.0	0.0
F_Ngada	0.0	0.0
F_Mayabic	0.0	0.0
F_Nuclear_Mayabic	0.0	0.0
F_Eastern_(Nyulnyulan)	0.0	0.0
F_Nyikinic	0.0	0.0
F_Nyimang	0.0	0.0
