article	unit_type	is_adct	confidence	pt	nhe
46	direct_sentence	False	1.0	§ 2o A representação de cada Estado e do Distrito Federal será renovada de quatro em quatro anos, alternadamente, por um e dois terços.	§ 2º Kuá ayumuyukamesá arã siíya miíra-itá rupí muiri kuá Istadu-itá asuí Distritu Federau taãmupisasú arã usú muiri irũdi pu akayú upé, mayé tasikariwa yawé, yepé rupí asuí mukũi musapiri umeẽsá musiíyasá.
46	direct_sentence	False	1.0	§ 3o Cada Senador será eleito com dois suplentes.	§ 3º Muiri kuá Senadú ita tarikuté taparawaáka mukũi mukũi ita suplete arã.
47	direct_sentence	False	1.0	Art.	Art.
47	direct_sentence	False	1.0	47.	47.
47	direct_sentence	False	1.0	Salvo disposição constitucional em contrário, as deliberações de cada Casa e de suas Comissões serão tomadas por maioria dos votos, presente a maioria absoluta de seus membros.	Mayê uikúwa kũstitusiunau uikú ramẽ aãmurupí takũtari tamarã mayê usẽmu arã sesewára muiri uka ita asuí kuá uyatisá upéwa takũtari tamarã mayê upitá siíyapiriwa vutu, uikúwa ita aápe siíya piri supísá tarumura urasusá.
47	direct_sentence	False	1.0	SEÇÃO II                              Das Atribuições do Congresso Nacional	SESÃU II          KUÁ UKŨTARISÁ MURAKÍ RESÉ KŨGRESU NASIUNAU UPÉ
48	direct_list	False	1.0	sistema tributário, arrecadação e distribuição de rendas	tamãduaisá asuí mayé tamuyã arã tetãma turusúsá, paranã ita rupí asuí
48	direct_list	False	1.0	plano plurianual, diretrizes orçamentárias, orçamento anual, operações de crédito, dívida pública e emissões de curso forçado	mamẽ usika turusúsá kuá iwí tetãma turusúsá, tursusá kau uikúwa iwaté
48	direct_list	False	1.0	fixação e modificação do efetivo das Forças Armadas	tamuyãsaá, mayê taãmũusúka taãmusiíyasá taãmusãgawá rupí usú kuá
48	direct_list	False	1.0	planos e programas nacionais, regionais e setoriais de desenvolvimento	taãmutirika kutaára purãtu kuá mamẽ uikúwa ruka Guvernu Federau
48	direct_list	False	1.0	limites do território nacional, espaço aéreo e marítimo e bens do domínio da União	tameẽ ramẽ mayé ita mãduaisá taresariwá
48	direct_list	False	1.0	incorporação, subdivisão ou desmembramento de áreas de Territórios ou Es- tados, ouvidas as respectivas Assembleias Legislativas	mukiraiwá, uyereuwá asuí kuá´siíya muraákíta takayemuwá, siíya murakí
48	direct_list	False	1.0	transferência temporária da sede do Governo Federal	mukiraiwá asui ukayemuwá Ministériu suí, asuií aãmuita diya mũdusá ita
48	direct_list	False	1.0	concessão de anistia	kũtarisá rupiáára ita asuí radiu yasũdú rupírá
49	direct_list	False	1.0	resolver definitivamente sobre tratados, acordos ou atos internacionais que acar- retem encargos ou compromissos gravosos ao patrimônio nacional	uwaturizai Prezidẽte asui sumuaára Prezidẽte da Republika usẽmu tetãma
49	direct_list	False	1.0	autorizar o Presidente da República a declarar guerra, a celebrar a paz, a permitir que forças estrangeiras transitem pelo território nacional ou nele permaneçam tempo- rariamente, ressalvados os casos previstos em lei complementar	tatirika kutarãtu ta rẽda retéwa sui
49	direct_list	False	1.0	autorizar o Presidente e o Vice-Presidente da República a se ausentarem do País, quando a ausência exceder a quinze dias	upitá Deputadu Federau umũdusa rupí asui Senadutairũ tamaárama maã
49	direct_list	False	1.0	aprovar o estado de defesa e a intervenção federal, autorizar o estado de sítio, ou suspender qualquer uma dessas medidas	upitá Prezidẽte asui sumuaára Prezidẽte da Republika irũu asui ministru
50	direct_sentence	False	1.0	Art.	Art.
50	direct_sentence	False	1.0	50.	50.
50	direct_sentence	False	1.0	A Câmara dos Deputados e o Senado Federal, ou qualquer de suas Comissões, poderão convocar Ministro de Estado ou quaisquer titulares de órgãos diretamente subordinados à Presidência da República para prestarem, pessoalmente, informações sobre assunto previamente determinado, importando em crime de responsabilidade a ausência sem justificação adequada.	Kamaára Deputadu-itá asui Senadu Fedrau, u mayêwãtu yumuatirisa ipupépuraita, tapuderi tasenui Ministru de Istadu u mayêwãtu airetéwa urgãu suiwa uikúwa Prezidẽte da Republika irũu ũbeuaárama, pesualmẽte, ũbeurã mãresé kuá taputariawá takuá, mã umuyãwa resé tiwa urikú yũbeusa seésé airetéwa.
50	direct_sentence	False	1.0	§ 1o Os Ministros de Estado poderão comparecer ao Senado Federal, à Câmara dos Deputados, ou a qualquer de suas Comissões, por sua iniciativa e mediante entendimentos com a Mesa respectiva, para expor assunto de relevância de seu Ministério.	§ 1º Ministru de Istadu-itá tarikuté tayukuá Senadu Federau, asui Kâmaára Deputadu-itápi, u mayêwa yaátirisá rupí ukuwa ikuára upé, mãrupí uyusã umẽ asui mẽdiãte tasẽdusa ixupé taikúwa meza rupí, ũbeuaárama seéséwa kuá imuraákí Ministériu upé.
50	direct_sentence	False	1.0	Da Organização dos Poderes                                                             43     § 2o As Mesas da Câmara dos Deputados e do Senado Federal poderão encaminhar pedidos escritos de informação a Ministros de Estado ou a qualquer das pessoas refe- ridas no caput deste artigo, importando em crime de responsabilidade a recusa, ou o não atendimento no prazo de trinta dias, bem como a prestação de informações falsas.	§ 2º Deputadu-itá Kâmaára meza upé asui Senadu Federau tapuderi tamũdu purãdusá yũpinimasa rupí mãresé taputariwa takuá Ministru de Istadu irũ u mayêwa  70                 “Mundu sa Turusu” waá, ũbêuwa mayé míra itá uikú arãma purãga iké braziu upé  miíra supé tãbeuwa seésé mayê kuá caput artigo upé, mã umuyãwa resé uxari aárama, u ũba ramẽ uputai usúãti, nu prazu musapiri mukũi pu aáraita, mayê ũbeuramẽ ukuáwása tiwaitá supi.
50	direct_sentence	False	1.0	SEÇÃO III                               Da Câmara dos Deputados	SESÃU III                            DEPUTADU-ITA TAKÃMARA
51	direct_sentence	False	1.0	Art.	Art.
51	direct_sentence	False	1.0	51.	51.
51	direct_sentence	False	1.0	Compete privativamente à Câmara dos Deputados:     I – autorizar, por dois terços de seus membros, a instauração de processo contra o Presidente e o Vice-Presidente da República e os Ministros de Estado;     II – proceder à tomada de contas do Presidente da República, quando não apresenta- das ao Congresso Nacional dentro de sessenta dias após a abertura da sessão legislativa;     III – elaborar seu regimento interno;     IV – dispor sobre sua organização, funcionamento, polícia, criação, transformação ou extinção dos cargos, empregos e funções de seus serviços, e a iniciativa de lei para fixação da respectiva remuneração, observados os parâmetros estabelecidos na lei de diretrizes orçamentárias;     V – eleger membros do Conselho da República, nos termos do art.	Urikútê upitá privativamẽte Deputadu-itá ta Kâmaára irũ:       I – uwaturizai, mukũi tersu tasúiwaáraita, tapirari arã prusesu suaxaára kuá Prezidẽte asui sumuaára Prezidẽte da Republika asui Ministru de Istadu taresé;       II – pruseder tumada de kũta du Prezidẽte da Republika, mairamẽ ti umukame Kugresu Nasinau supé pu yepé mukũi pu kuára upé uyupirai suiwa da sesãu legislativa;       III – tamuyã ta regimẽtu ĩternu;       IV – mukamẽ taãmukaáturusa reséwa, yupurakisa, pulisia, mukiraisa, utrukaisa u upawása usú uikú muraákíta, muraákí asui purakisa imuraákí resé, asui ley ũbeusa pitasúkasa sikuyaára reséwaára, umãsa uikú parâmetru uyũbeuwa ley de diretrizes ursamẽtaria rupí;       V – yuparawaáka mẽbru du Kũseliu da Republika, mayê yũpinimawá art.
51	direct_sentence	False	1.0	89, VII.	89, VII.
51	direct_sentence	False	1.0	SEÇÃO IV                                   Do Senado Federal	SESÃU IV                           SENADU FEDERAU RESEWÁRA
52	direct_list	False	1.0	processar e julgar o Presidente e o Vice-Presidente da República nos crimes de responsabilidade, bem como os Ministros de Estado e os Comandantes da Marinha, do Exército e da Aeronáutica nos crimes da mesma natureza conexos com aqueles	prusesari asui ta jugari Ministru Turusú piri waá Tribunau Federau muyãsa
52	direct_list	False	1.0	processar e julgar os Ministros do Supremo Tribunal Federal, os membros do Conselho Nacional de Justiça e do Conselho Nacional do Ministério Público, o Procurador- -Geral da República e o Advogado-Geral da União nos crimes de responsabilidade	senũderei tapruvari, yumimisa vutarisa rupí, purũgitasa yaátirisá miri
52	direct_list	False	1.0	aprovar previamente, por voto secreto, após arguição pública, a escolha de:    a) magistrados, nos casos estabelecidos nesta Constituição;    b) Ministros do Tribunal de Contas da União indicados pelo Presidente da República;    c) Governador de Território;    d) presidente e diretores do banco central;    e) Procurador-Geral da República;    f) titulares de outros cargos que a lei determinar	xarisa yumuyãsárã suakirupí uputariwa finãseiru suiwaára, maã
53	direct_sentence	False	1.0	Art.	Art.
53	direct_sentence	False	1.0	53.	53.
53	direct_sentence	False	1.0	Os Deputados e Senadores são invioláveis, civil e penalmente, por quaisquer de suas opiniões, palavras e votos.	Deputadu-itá asui Senaduita aĩta ĩviuláveis, siviu asui penaumẽti, mayẽtu uyẽsa umãduisa, upurũgitasa asui ivutu.
53	direct_sentence	False	1.0	§ 1o Os Deputados e Senadores, desde a expedição do diploma, serão submetidos a julgamento perante o Supremo Tribunal Federal.	§ 1º Deputadu-itá asui Senaduita, tayukasasui tadipluma, tarikuté tamike jugamẽtu rupí Turusú piri waá Tribunau Federau rupí.
53	direct_sentence	False	1.0	§ 2o Desde a expedição do diploma, os membros do Congresso Nacional não poderão ser presos, salvo em flagrante de crime inafiançável.	§ 2º Tayukasasui tadipluma, Kũgresu Naciunau purawáita ũba tapuderi tasú prezu, sauvu flagrãti de krime inafiãsáveu.
53	direct_sentence	False	1.0	Nesse caso, os autos serão remetidos dentro de vinte e quatro horas à Casa respectiva, para que, pelo voto da maioria de seus membros, resolva sobre a prisão.	Yawé ramẽ, umuyãsá waitá puxuwera tarikuté taãmueke aĩta mukũi mukũi pu irũdi ura kuára upé, sã, siíya ramẽ mẽbru tavutu rupí, aápe taãmusúpi prizãu taresé.
53	direct_sentence	False	1.0	§ 3o Recebida a denúncia contra Senador ou Deputado, por crime ocorrido após a diplomação, o Supremo Tribunal Federal dará ciência à Casa respectiva, que, por ini- ciativa de partido político nela representado e pelo voto da maioria de seus membros, poderá, até a decisão final, sustar o andamento da ação.	§ 3º Tapisika rire denũsia Senadur u Deputadu-itá tareséwa, tamuyãsa puxuwera reséwa diplumasãu rirewa, Turusú piri waá Tribunau Federau merã kusarã uka puraita takuáwása arã, ke, muyãsa partidu pulitiku suiwa seéséwa yumukamẽsa asui siíya ramẽ mẽbru tavutu rupí, tarikuté, até mamẽ tadesidi upawása, sustar watasa muyãsa reséwa.
53	direct_sentence	False	1.0	§ 4o O pedido de sustação será apreciado pela Casa respectiva no prazo improrrogável de quarenta e cinco dias do seu recebimento pela Mesa Diretora.	§ 4º Purãdusá de sustasãu tarikuté tamaã seésé uka puraita rupí nu prazu ti ĩyupukuretã isui kuá irũdi mukũi pu pusa aára meza Diretura urecebe rire.
53	direct_sentence	False	1.0	§ 5o A sustação do processo suspende a prescrição, enquanto durar o mandato.	§ 5º A sustasãu yumuyãsá seésé usúpiri uyeẽsa seéséwa, ẽkuãtu kupukusá uikú umũdusa upé.
53	direct_sentence	False	1.0	§ 6o Os Deputados e Senadores não serão obrigados a testemunhar sobre informa- ções recebidas ou prestadas em razão do exercício do mandato, nem sobre as pessoas que lhes confiaram ou deles receberam informações.	§ 6º Deputadu-itá asui Senaduita ũba tarikú mũdusa rete ta suarã tãbeu seésé kuá maã tãbeuwa kuekutasa tasúpé ou mairamẽ taikúrewa taãmuraákí upé, nẽ seésé kuá miíra-itá uruyaiwaitá taresé u tasúiwa uresébe kuekaátusa.
53	direct_sentence	False	1.0	§ 7o A incorporação às Forças Armadas de Deputados e Senadores, embora militares e ainda que em tempo de guerra, dependerá de prévia licença da Casa respectiva.	§ 7º Uwikéwaaita Kirĩbawása suraáraita Deputadu-itáyaára asui Senaduitaya, aĩda suraáraita asui muraãmuyãsa rupírewaiku, depẽdera de previa mẽsa Uka puraita ta sui.
53	direct_sentence	False	1.0	§ 8o As imunidades de Deputados ou Senadores subsistirão durante o estado de sítio, só podendo ser suspensas mediante o voto de dois terços dos membros da Casa respectiva, nos casos de atos praticados fora do recinto do Congresso Nacional, que sejam incompatíveis com a execução da medida.	§ 8º Deputadu-itá taimunidade u Senaduita tarikuté taikú yãpukusãtu taikúre ikuára upé, yupuderi usú suspẽsu su mairamẽ aikué mukũi tersu vutu rupí kuá Uka puraita tasúi, sã tamuyã ramẽ puxuwerasa amũkití isui yã mamẽ taikúwa kuá Kũgresu Nasiunau, ke seja amũrupí wãtu waátékuá upupéwa yumuyã waiku.
54	direct_sentence	False	1.0	Art.	Art.
54	direct_sentence	False	1.0	54.	54.
54	direct_sentence	False	1.0	Os Deputados e Senadores não poderão:     I – desde a expedição do diploma:     a) firmar ou manter contrato com pessoa jurídica de direito público, autarquia, empresa pública, sociedade de economia mista ou empresa concessionária de serviço público, salvo quando o contrato obedecer a cláusulas uniformes;     b) aceitar ou exercer cargo, função ou emprego remunerado, inclusive os de que sejam demissíveis ad nutum, nas entidades constantes da alínea anterior;  Da Organização dos Poderes                                                              45      II – desde a posse:     a) ser proprietários, controladores ou diretores de empresa que goze de favor de- corrente de contrato com pessoa jurídica de direito público, ou nela exercer função remunerada;     b) ocupar cargo ou função de que sejam demissíveis ad nutum, nas entidades refe- ridas no inciso I, “a”;     c) patrocinar causa em que seja interessada qualquer das entidades a que se refere o inciso I, “a”;     d) ser titulares de mais de um cargo ou mandato público eletivo.	Deputadu-itá asui Senaduita ũbawa tapuderi:       I – desdi tayuka suiwa tadipluma:       a) yumusúpi u tarikú kũtratu kuá miíra upurakiwa jurídica publiku irũ, yumũduwa irupĩte, ẽpreza publika, miíra-itá tapurakiwa yumunanisa rupí u awá ureceberiwa muraákí umuyã arã purakisa publiku mũdusa, ti uyuaki mairamẽ uruyai kũtratu maã ubeuwa umupisa yũpinimawá upé;       b) uwaseitari u wike muyãrã muraákí, purakisa u imuraákí yupagariwa, ĩkluzive awá uwikéwa usẽmuwa muraákísui irupĩtuwate, kuá ipesuwawá mayê ũbeuwa sũdesui;       II – desdi uwikesásui:  “Mundu sa Turusu” waá, ũbêuwa mayé míra itá uikú arãma purãga iké braziu upé         73          a) iyaárawáte, aéwaátéumũdusa u mũdusa ẽpreza resé uikúwa mayê yumuyãwa kũtratu rupí kuá miíra upurakiwa jurika yumusipisa publika rupí, u upurakiwa uikú urikúwa rupí sikuyaára;         b) ukupai muraákísa u maã umuyãrawá awá uwikéwa usẽmuwa muraákísui irupĩtuwate, kuá ipesuwawáte mayê ũbeuwa ĩsizu I, “a”;         c) patrusinari mãresé purãgawá yamaã manũgaára resẽtu mayê uyeẽwa kuá ĩsizu I, “a”;         d) urikútê airetéwa urikúwa amũ muraákí u mũdusa publiku eley-itáãu rupí.
55	direct_list	False	1.0	que infringir qualquer das proibições estabelecidas no artigo anterior	awá tiwa uruyai payẽ maã saisúsawá ũbeuwa artigo sũdesui
56	direct_sentence	False	1.0	Art.	Art.
56	direct_sentence	False	1.0	56.	56.
56	direct_sentence	False	1.0	Não perderá o mandato o Deputado ou Senador:     I – investido no cargo de Ministro de Estado, Governador de Território, Secretário de Estado, do Distrito Federal, de Território, de Prefeitura de Capital ou chefe de missão diplomática temporária;     II – licenciado pela respectiva Casa por motivo de doença, ou para tratar, sem re- muneração, de interesse particular, desde que, neste caso, o afastamento não ultrapasse cento e vinte dias por sessão legislativa.	Tiwa upérderirã imãdatu de Deputadu asui Senadu:       I – uwikéwa muraákí upé mayê Ministru de Istadu, Guvernadu de Terituriu, Secretariu de Istadu, Distritu Federau yui, Terituriu, Prefeitura de Kapitau u tuyuxa de misãu diplumatika kutaárawãtu;  74                  “Mundu sa Turusu” waá, ũbêuwa mayé míra itá uikú arãma purãga iké braziu upé        II – usẽmuware Uka purakisa sui imasiwa reséwa, u uyutratai arã, tiwa urikú sikuyaára, ĩteresé particular, desdi ke, kuá reséwa, uyutiarisa ikuraki sui urikútê ti usasá yepé sẽtu mukũi mukũi aáraita yaátirisá legislativa reséwa.
56	direct_sentence	False	1.0	§ 1o O suplente será convocado nos casos de vaga, de investidura em funções previstas neste artigo ou de licença superior a cento e vinte dias.	§ 1º Yurikútê yusenui sikuyaárawá kasu aikué ramẽ vaga, uwikéarã sikuyaára yã muraákí upé mayê yũpinimawá kuá artigu upé u sã urikú ramẽ lisẽsa usasáwa yepé sẽtu mukũi mukũi aáraita sũdekití.
56	direct_sentence	False	1.0	§ 2o Ocorrendo vaga e não havendo suplente, far-se-á eleição para preenchê-la se faltarem mais de quinze meses para o término do mandato.	§ 2º Aikué ramẽ vaga asui ti ramẽ yama sikuyaára, aápe yumuyã eley-itáãu yupuderi arã yumuteresẽ sã watai ramẽrei mais de mukũi pu pu yasire upawá arã mũdusa.
56	direct_sentence	False	1.0	§ 3o Na hipótese do inciso I, o Deputado ou Senador poderá optar pela remuneração do mandato.	§ 3º Mayê ũbeuwa ku ĩsizu I, Deputadu u Senadu upderi uparawaáka kuá urikúsa sikuyaára umudusa rupí.
56	direct_sentence	False	1.0	SEÇÃO VI                                      Das Reuniões	SESÃU VI                              YAÁTIRISÁ-ITA RESEWARA
57	direct_list	False	1.0	inaugurar a sessão legislativa	takuyẽseri kuá saisúwa asui kuá yumusúpisa resé
57	direct_list	False	1.0	elaborar o regimento comum e regular a criação de serviços comuns às duas Casas	Prezidẽti du Senadu Federau rupí, manũgaára decretasãu tetamirita tasúãtisa
57	direct_list	False	1.0	receber o compromisso do Presidente e do Vice-Presidente da República	Prezidẽti da Republika rupí, Prezidẽti da Kâmaára Deputadu-itá asui kuá
59	direct_list	False	1.0	emendas à Constituição	yumuapirisa mũdusáwa turusúwa
60	direct_list	False	1.0	de um terço, no mínimo, dos membros da Câmara dos Deputados ou do Senado Federal	Prezidẽti da Republika sui
61	direct_sentence	False	1.0	Art.	Art.
61	direct_sentence	False	1.0	61.	61.
61	direct_sentence	False	1.0	A iniciativa das leis complementares e ordinárias cabe a qualquer membro ou Comissão da Câmara dos Deputados, do Senado Federal ou do Congresso Nacional, ao Presidente da República, ao Supremo Tribunal Federal, aos Tribunais Superiores, ao Procurador-Geral da República e aos cidadãos, na forma e nos casos previstos nesta Constituição.	Yupirusaita muyã ley-itá kũplemẽtaisaita asui urdinaria rikute payẽ awá imiíra- itá supé u Deputadu-itá taKamaára Kumisãu supé, Senadu Federau yui u Kũgressu Nasiunau, Prezidẽti da Republika supé, Turusú piri waá Tribunau Federau supé, Tribunais Iwatépiriwaitá supé, Prukuradu Gerau da Republika supé asui yui sidadãu tasúpé, na furma asui maã ramẽ aikuéwa kuá mũdusáwa turusúwa upé.
61	direct_sentence	False	1.0	§ 1o São de iniciativa privativa do Presidente da República as leis que:    I – fixem ou modifiquem os efetivos das Forças Armadas;    II – disponham sobre:    a) criação de cargos, funções ou empregos públicos na administração direta e au- tárquica ou aumento de sua remuneração;    b) organização administrativa e judiciária, matéria tributária e orçamentária, serviços públicos e pessoal da administração dos Territórios;    c) servidores públicos da União e Territórios, seu regime jurídico, provimento de cargos, estabilidade e aposentadoria;    d) organização do Ministério Público e da Defensoria Pública da União, bem como normas gerais para a organização do Ministério Público e da Defensoria Pública dos Estados, do Distrito Federal e dos Territórios;    e) criação e extinção de Ministérios e órgãos da administração pública, observado o disposto no art.	§ 1º Inisiativaita airetéwa uúriwa Prezidẽti da Republika sui ley-itá ita ke:       I – uyaiwa u yumutirikawá efetivus Fursas Armadas rupí;       II – xarisaita seésé:       a) mukiraisa muraákírã, purakisa u muraákí publiku na adiministrasãu satãbika asui mũdusawáiku u yusúpisa ixupé renumerasãu;       b) uyugarnizaisa iyadiministrativa asui judisiaria, tributaria kitíwa asui ursamẽtaria, publiku muraákísa asui miíra administrasãu territuriu pura;       c) purákisá-ita publiku Uniãu yaára asui Territuriuita, rejimẽtu juridiku irũ, yupurakaiwa muraákí irũu, kupukuwauikusá asui yuwapusẽtari;       d) uyugarnizaisa Ministeriu Publiku asui udefẽderisa Publika Uniãu yaára, purã mayê musipisawá payẽ Ministériu Publiku uyugarnizaisa supé asui Suãtisá Publika Istadu-itá supé, Distritu Federau asui Territuriuita supé;       e) mukiraisa asui upawása Ministeriu asui urgãu adiministraçãu publika, rikute umã aikuéwa kuá art.
61	direct_sentence	False	1.0	84, VI;    f) militares das Forças Armadas, seu regime jurídico, provimento de cargos, promo- ções, estabilidade, remuneração, reforma e transferência para a reserva.	84, VI;       f) suraáraita Fursa Armada yaára, rejimẽtu juridiku irũ, yupurakaiwa muraákí irũu, prumusũes, kupukuwauikusá, renumerasãu, yũpisasusa asui yutirikasa sikuyaára kití.
61	direct_sentence	False	1.0	§ 2o A iniciativa popular pode ser exercida pela apresentação à Câmara dos Depu- tados de projeto de lei subscrito por, no mínimo, um por cento do eleitorado nacional, distribuído pelo menos por cinco Estados, com não menos de três décimos por cento dos eleitores de cada um deles.	§ 2º iniciativa kuáwásaita upuderi yumuyã kuá yumukamẽsa Irupí kuá kamaára Deputadu-itá prujetu de ley yũpinimasa miri rupí, kuáira mirisa rupí, yepé sẽtu  78                 “Mundu sa Turusu” waá, ũbêuwa mayé míra itá uikú arãma purãga iké braziu upé  eleyturadu nasiunau rupí, yupatirisa pelu menu pu Istadu-itá rupí, ti upude kuáira isui kuá musapiri mukũi puúsa sẽtu eleytuitasúi de kada yepé tasúiwa.
62	direct_sentence	False	1.0	Art.	Art.
62	direct_sentence	False	1.0	62.	62.
62	direct_sentence	False	1.0	Em caso de relevância e urgência, o Presidente da República poderá adotar medidas provisórias, com força de lei, devendo submetê-las de imediato ao Congresso Nacional.	Ĩpurtãtiwa ramẽ aé asui kutaárawá rupiá, Prezidẽti da Republika upuderi uwadutai medida kutaárawárupíãtu, ley kirĩbasa rupí, urikútê yuwiké kutaára Kũgresu Nasiunau upé.
62	direct_sentence	False	1.0	§ 1o É vedada a edição de medidas provisórias sobre matéria:    I – relativa a:    a) nacionalidade, cidadania, direitos políticos, partidos políticos e direito eleitoral;    b) direito penal, processual penal e processual civil;    c) organização do Poder Judiciário e do Ministério Público, a carreira e a garantia de seus membros;    d) planos plurianuais, diretrizes orçamentárias, orçamento e créditos adicionais e suplementares, ressalvado o previsto no art.	§ 1º saisúsawá yũmuyãsa yũbeusa kutaárawãtu isesewára:        I – kuá-itá rupíwa:        a) tetãma wasú pura, mãsuiwaárasa miíra, direitu pulitiku, partidu pulitiku asui idireitu eleyturau;        b) direitu penau, prusesu penau asui prusesu siviu;        c) Uyugarnizaisa Ministeriu Publiku asui Ministeriu Publiku, peésarupí asui upitásúkasa imiíra-itá;        d) planu akayu yawéyawé rupiáita, diretrize ursamẽtaria, ursamẽtu asui kréditu adisiunai asu suplemẽtare, upitásúkasa uikúwa art.
62	direct_sentence	False	1.0	167, § 3o;    II – que vise a detenção ou sequestro de bens, de poupança popular ou qualquer outro ativo financeiro;    III – reservada a lei complementar;    IV – já disciplinada em projeto de lei aprovado pelo Congresso Nacional e pendente de sanção ou veto do Presidente da República.	167, § 3º;        II – umukamewa idetẽsãu u purãgawá sekuestru, pupãsa pupula u mayêwa amũ finãseiru upuawá uikú;        III – ixupéaárama waátéley kũplemẽta;        IV – já muyãsa ruyaisa prujetu ley rupí apruvaduwa Kũgresu Nasiunau rupiá sui upitáwá sãsãu rupí u yusúpiwa uikú Prezidẽti da Republika sui.
62	direct_sentence	False	1.0	§ 2o Medida provisória que implique instituição ou majoração de impostos, exceto os previstos nos arts.	§ 2º Kutaárawáita rupíãtu bẽusa umeẽwa ĩstituisãu resé u majurasãu ĩpustuya, mayê aikuwa kuá arts.
62	direct_sentence	False	1.0	153, I, II, IV, V, e 154, II, só produzirá efeitos no exercício financeiro seguinte se houver sido convertida em lei até o último dia daquele em que foi editada.	153, I, II, IV, V, e 154, II, su umuyã aárama isesewara finãseiru yumuyãsá rupí sũdekití sã aikué usú ramẽ yutrukarisa ley rupí ate ayũaáramawá aára sesewára kuá usúwa yũpinima.
62	direct_sentence	False	1.0	§ 3o As medidas provisórias, ressalvado o disposto nos §§ 11 e 12 perderão eficácia, desde a edição, se não forem convertidas em lei no prazo de sessenta dias, prorrogável, nos termos do § 7o, uma vez por igual período, devendo o Congresso Nacional discipli- nar, por decreto legislativo, as relações jurídicas delas decorrentes.	§ 3º Kuá-itá kutaárawáita rupíãtu bẽusa, upitásúkawá kuá-itá rupí §§ 11 asui 12 perderãu ifursa, desdi yumuyãsásui, ti ramẽ usú yutrukari ley rupí nu prazu de pu mukũi mukũi pu aáraita, yutirikawána, kuá rupí § 7º, yepé rupí yepéasusa periudu, Kũgresu Nasiunau urikútê muyãsa ruyaisa, decretu lejislativu rupí, jurídica rupísaita reséwa.
62	direct_sentence	False	1.0	Da Organização dos Poderes                                                             49      § 4o O prazo a que se refere o § 3o contar-se-á da publicação da medida provisória, suspendendo-se durante os períodos de recesso do Congresso Nacional.	§ 4º Prazu mãresé ũbeuwa uikú kuá § 3 º ũbeusa yumusúpisa kutaárawáita rupíãtu bẽusa, yusúpirire mairamẽ Kũgresu Nasiunau upiture uikú.
62	direct_sentence	False	1.0	§ 5o A deliberação de cada uma das Casas do Congresso Nacional sobre o mérito das medidas provisórias dependerá de juízo prévio sobre o atendimento de seus pres- supostos constitucionais.	§ 5º Deliberasãu de kada yepésa Ukaita Kũgresu Nasiunau tasúi seéséwa kuá yuputariwa uikú kuá kutaárawáita rupíãtu bẽusa rupí udepẽdera juizu péviu sui seésé kuá usúãtisaárawá iseésé uikúwaitá mũdusáwa turusúwatarupí.
62	direct_sentence	False	1.0	§ 6o Se a medida provisória não for apreciada em até quarenta e cinco dias contados de sua publicação, entrará em regime de urgência, subsequentemente, em cada uma das Casas do Congresso Nacional, ficando sobrestadas, até que se ultime a votação, todas as demais deliberações legislativas da Casa em que estiver tramitando.	§ 6º Sã kutaárawáita rupíãtu bẽusa ũba ramẽ usú tama seésé ate irũdi mukũi pu pu aáraita rupí yupirusa yupapari mairamẽ usúwa yumusúpisa, uwiké kuri regime kutaárawá upé, sũdekitíxĩga, kada yepésa Ukaita Kũgresu Nasiunau tasúi, tarikuté kuri tapitu, ate mairamẽ tabawá vutasãu, payẽ amũita deliberasũes lejilastivas Uka yaára maã uyatimana waiku.
62	direct_sentence	False	1.0	§ 7o Prorrogar-se-á uma única vez por igual período a vigência de medida provisó- ria que, no prazo de sessenta dias, contado de sua publicação, não tiver a sua votação encerrada nas duas Casas do Congresso Nacional.	“Mundu sa Turusu” waá, ũbêuwa mayé míra itá uikú arãma purãga iké braziu upé           79     § 7º Yumusasá yepé viaji yũte yepéwasúsa periudu rupí kuá kutaárawáita rupíãtu bẽusa rupí, no prazu de pu yepé mukũi pu aáraita rupí, yupiru yupapari yumusúpisa suiwaára, ti ramẽ yama ivutasãu pitusa mukũi Ukaita du Kũgresu Nasiunau tasúi.
62	direct_sentence	False	1.0	§ 8o As medidas provisórias terão sua votação iniciada na Câmara dos Deputados.	§ 8º Kutaárawáita rupíãtu bẽusa urikútê urikú ivutasãu yupirusa Kâmaára Deputadu- itá sui.
62	direct_sentence	False	1.0	§ 9o Caberá à comissão mista de Deputados e Senadores examinar as medidas pro- visórias e sobre elas emitir parecer, antes de serem apreciadas, em sessão separada, pelo plenário de cada uma das Casas do Congresso Nacional.	§ 9º Upitá kumisãu yumunaisa Deputadu-itásúi asui Senaduitasúi tamaárama kutaárawáita rupíãtu bẽusa resé asui seésékuá umeẽsa sesewara, senũderei tayui tamã seésé, kuá sesãu yusepaáraisa rupí, asui kada plenariu ukaita rupí yawéyawé Kũgresu Nasiunau rupí.
62	direct_sentence	False	1.0	§ 10.	§ 10.
62	direct_sentence	False	1.0	É vedada a reedição, na mesma sessão legislativa, de medida provisória que tenha sido rejeitada ou que tenha perdido sua eficácia por decurso de prazo.	Saisúsawá yũpinimasa, yãsesãu legislativa upé teyuiri, kutaárawá rupíãtu bẽusa usúwa kuera tiwa taputari u yupérderiwa kuera sesewára prazu rupí.
62	direct_sentence	False	1.0	§ 11.	§ 11.
